,iso3,country,year,month,unrest_index
466,DZA,Algeria,2010,4,0.021944611153423277
467,EGY,Egypt,2010,4,0.04929213632989668
468,LBY,Libya,2010,4,0.039960430268252245
469,SDN,Sudan,2010,4,0.9740286218826681
470,DZA,Algeria,2010,5,0.015605056820212099
471,EGY,Egypt,2010,5,0.050529910717974136
472,LBY,Libya,2010,5,0.013768654399830133
473,SDN,Sudan,2010,5,0.2008879763635847
474,DZA,Algeria,2010,6,0.08040664333349748
475,EGY,Egypt,2010,6,0.072572898601384
476,LBY,Libya,2010,6,0.026812837776691745
477,MAR,Morocco,2010,6,0.0003901264205052879
478,SDN,Sudan,2010,6,0.11901979368123274
479,DZA,Algeria,2010,7,0.024870559307213047
480,EGY,Egypt,2010,7,0.04109581202325524
481,MAR,Morocco,2010,7,0.0004876580256316376
482,SDN,Sudan,2010,7,0.26947891156306014
483,DZA,Algeria,2010,8,0.025358217332844685
484,EGY,Egypt,2010,8,0.01188788441421304
485,MAR,Morocco,2010,8,0.23324766482800527
486,SDN,Sudan,2010,8,0.1771852004223623
487,TUN,Tunisia,2010,8,0.0018531004974002008
488,DZA,Algeria,2010,9,0.013166766692053994
489,EGY,Egypt,2010,9,0.07939480294782814
490,MAR,Morocco,2010,9,0.08021141524064798
491,SDN,Sudan,2010,9,0.17628823070572733
492,DZA,Algeria,2010,10,0.06596393775510465
493,EGY,Egypt,2010,10,0.024656649005121517
494,LBY,Libya,2010,10,0.0014629740768948851
495,MAR,Morocco,2010,10,0.0012679108666422412
496,SDN,Sudan,2010,10,0.10039633654541508
497,DZA,Algeria,2010,11,0.036964478342877444
498,EGY,Egypt,2010,11,0.13429028278756688
499,MAR,Morocco,2010,11,0.15816455944605937
500,SDN,Sudan,2010,11,0.07642368048325549
501,DZA,Algeria,2010,12,0.0878153964824798
502,EGY,Egypt,2010,12,0.10205722454800958
503,MAR,Morocco,2010,12,0.0014629740768948851
504,SDN,Sudan,2010,12,0.2902949596801904
505,TUN,Tunisia,2010,12,0.3634905459208082
506,DZA,Algeria,2011,1,2.698553620426944
507,EGY,Egypt,2011,1,2.648581915921887
508,LBY,Libya,2011,1,0.11816673609497338
509,MAR,Morocco,2011,1,0.6937710896190904
510,SDN,Sudan,2011,1,0.6185487248619796
511,TUN,Tunisia,2011,1,9.966325510873485
512,DZA,Algeria,2011,2,3.1260855094405033
513,EGY,Egypt,2011,2,7.597143924932944
514,LBY,Libya,2011,2,6.578685742215581
515,MAR,Morocco,2011,2,2.75739168603438
516,SDN,Sudan,2011,2,0.8054329123579731
517,TUN,Tunisia,2011,2,5.253502589385727
518,DZA,Algeria,2011,3,0.37765421174074215
519,EGY,Egypt,2011,3,1.0980214984403094
520,LBY,Libya,2011,3,3.5067087838008497
521,MAR,Morocco,2011,3,0.9944346820734368
522,SDN,Sudan,2011,3,0.2914961460664968
523,TUN,Tunisia,2011,3,1.1680098790463291
524,DZA,Algeria,2011,4,0.3326312640720614
525,EGY,Egypt,2011,4,0.5977124145307431
526,LBY,Libya,2011,4,1.1598894180822372
527,MAR,Morocco,2011,4,0.5365654614322259
528,SDN,Sudan,2011,4,0.11428985388475053
529,TUN,Tunisia,2011,4,0.3132001359295852
530,DZA,Algeria,2011,5,0.14700523589678333
531,EGY,Egypt,2011,5,0.5830125242744012
532,LBY,Libya,2011,5,0.801576551676948
533,MAR,Morocco,2011,5,0.6784182010118928
534,SDN,Sudan,2011,5,0.18347366991477077
535,TUN,Tunisia,2011,5,0.6440469687668533
536,DZA,Algeria,2011,6,0.026333533384107932
537,EGY,Egypt,2011,6,0.39038633633740855
538,LBY,Libya,2011,6,0.5612904384956556
539,MAR,Morocco,2011,6,0.8863022891915149
540,SDN,Sudan,2011,6,0.13702393493364454
541,TUN,Tunisia,2011,6,0.3426334618682341
542,DZA,Algeria,2011,7,0.04037808452229888
543,EGY,Egypt,2011,7,0.5360137985985015
544,LBY,Libya,2011,7,0.48596731170086416
545,MAR,Morocco,2011,7,0.7377835632689483
546,SDN,Sudan,2011,7,0.15577079288028253
547,TUN,Tunisia,2011,7,0.4723442541921623
548,DZA,Algeria,2011,8,0.5398262483801605
549,EGY,Egypt,2011,8,0.5434212062099227
550,LBY,Libya,2011,8,1.6926815431726496
551,MAR,Morocco,2011,8,0.07209205253257034
552,SDN,Sudan,2011,8,0.07965354023525079
553,TUN,Tunisia,2011,8,0.6051114068333693
554,DZA,Algeria,2011,9,0.6263245351730908
